"","auteurs.0.prenom","date_soutenance","directeurs_these.0.prenom","president_jury.prenom","titres.fr"
"1194","Charlotte",2013-01-01,"Seloua",NA,"Chantiers du devenir en des espaces contraints : négociations postcoloniales dans les revues culturelles parisiennes portant sur l'Afrique (1947 à 2012)"
"1195","Michel",2017-03-10,"Gérard","Alain","La sécurité aérienne en Afrique : la communication autistique au sein du collectif sécuritaire de l'aéronautique civile congolaise"
"1196","Alexis",2010-01-01,"François",NA,"L'immeuble de rapport posthaussmannien à Paris : la production exemplaire, ordinaire et commerciale d’Albert Sélonier (1858-1926), architecte"
"1197","Niandou",2017-10-06,"Étienne","Mahamet","Mobilité internationale pour études et mobilité sociale : trajectoires scolaires et socioprofessionnelles des étudiants maliens dans l'enseignement supérieur en France et au Maroc"
"1198","Elsa",2007-01-01,"Francine",NA,"Les rapports sociaux de sexe et leur (dé)matérialisation : Retour sur le corpus revendicatif de La marche mondiale des femmes de 2000"
"1199","Aleksandr",2018-12-20,"Cyril","Françoise","(In)soumissions en direct. Enquête sur la production d’une autorité ""absolue"" du chef de l’Etat dans la Russie contemporaine (1990-2018)"
"1200","Céline",2010-01-01,"Jean-François",NA,"Les congolaises diplômées et la migration : trajectoires professionnelles et sociales avant et après la migration"
"1201","Sonia",2010-01-01,"Pierre-Noël",NA,"Les identités des femmes cadres en Tunisie : représentations du travail et rapports sociaux de sexes dans la vie professionnelle et familiale"
"1202","Miyako",2008-01-01,"Anne-Marie",NA,"Les politiques publiques de prise en charge de la vieillesse : une comparaison France-Japon (1962-2005)"
"1203","Amal",2008-01-01,"Michel",NA,"L'étranger dans le cinéma de fiction français : essai d'interprétation sociologique"
"1204","Anaïs",2007-01-01,"Dominique",NA,"De l'automobilité à la multimodalité ? : analyse sociologique des freins et leviers au changement de comportements vers une réduction de l'usage de la voiture : le cas de la région parisienne et perspective internationale"
"1205","Naoko",2008-01-01,"Bernard",NA,"L'hydrothérapie en France et au Japon : étude comparative"
"1206","Panagiotis",2004-01-01,"Michel",NA,"Poésie et société : genèse et réception sociales du discours poétique néo-hellénique : le cas de la ""génération de 1930"" : Cavafy, Ritsos, Séféris, Elytis"
"1207","Filomena",2007-01-01,"François de","Catherine","La construction identitaire des mères à l'adolescence : étude comparative entre le Portugal et la France"
"1208","Jean-Marc",2000-01-01,"Monique",NA,"Contribution à une sociologie du management : Le cas des centres de tri de la poste"
"1209","Ji-Young",2001-01-01,"André",NA,"Nouveaux réseaux de communication dans la construction du lien socio-politique en Europe"
"1210","Apolline",2011-01-01,"Michel","René","Résonances formatrices et socialités autour d'histoires de vie"
"1211","Chloë",2005-01-01,"Bernard",NA,"Montmartre : protection patrimoniale et mémoire locale de 1886 à nos jours"
"1212","Julieta Maria de Vasconcelos",2010-01-01,"Michel",NA,"Médiations technologiques dans la ville : de l'expérience de l'espace urbain aux formes d'interactions sociales hybrides"
"1213","Sarah",2007-01-01,"Bernard","Francis","Chicanos : l'invention d'une communauté à l'époque contemporaine : recherches sur l'engagement politique, la culture et l'imaginaire"
"1214","Vincent",2004-01-01,"Michel","Bernard","Pour une sociologie des foules : perspectives théoriques et contribution empirique"
"1215","Marion",2004-01-01,"Anne-Marie",NA,"Faire participer les habitants ? : la politique de la ville à l'épreuve du public"
"1216","Damien",2000-01-01,"Michel",NA,"L'esprit d'équipe : Sociologie de l'équipe, du rugby et de son imaginaire"
"1217","Antoine",2008-01-01,"Bernard",NA,"Comment peut-on être supporter(s) ? : les formes élémentaires du supportérisme"
"1218","Benoît",2004-01-01,"François de",NA,"Père et enfant dans la construction de l'identité paternelle"
"1219","Sébastien",2004-01-01,"André",NA,"La publicité de la mode et des parfums mixtes comme symptôme de l'évolution des identités sexuelles"
"1220","Saïd",2011-01-01,"Jean","Marc-Éric","Les femmes chefs de ménage au Cameroun : entre vulnérabilité et ébranlement de la domination masculine : le cas de l'extrême nord"
"1221","Guillaume",2008-01-01,"Pierre",NA,"Les pratiques ludomotrices de glisse dans le champ de vagues : analyse sociologique et praxéologique du domaine d'action motrice des activités de surfs"
"1222","Thierry",2001-01-01,"Michel",NA,"Le bouddhisme des français : contribution à une sociologie de la conversion : le cas du bouddhisme tibétain et de la Soka Gakkai͏̈ en France"
"1223","Yuna",2001-01-01,"Alain",NA,"Réseaux et pratiques de l'innovation en milieu coopératif"
"1224","Jawad",2007-01-01,"Michel","Bernard","Le rire, indicateur social : l'attitude humoristique comme passage obligé de la modernité vers la postmodernité"
"1225","Fabio",2008-01-01,"Michel",NA,"Vision(s) de la ville postmoderne : une perspective de sociologie visuelle"
"1226","Bénédicte",2009-01-01,"Dominique",NA,"La privacy à l'ère du numérique : une gestion par les tensions"
"1227","Marina",2008-01-01,"Bernard",NA,"Représentations et manifestations citoyennes des jeunes issus de l'immigration : le cas des jeunes résidant dans le bassin genevois"
"1228","Thierry",2008-01-01,"Bernard",NA,"Agressivité et violence juvéniles en France aujourd'hui : psychopathologie ou sociopathologie ?"
"1229","Marielle",2008-01-01,"Anne-Marie",NA,"Faire salariat à part : enquêtes sur les fins de carrière, France 1997-2008"
"1230","Aïcha",2007-01-01,"Michel","André","Le hammam dans la ville marocaine : un art, une culture"
"1231","Michel",2003-01-01,"Michel",NA,"Compréhension d'une délinquance juvénile ordinaire au regard de la réaction sociale : le jeune délinquant à l'île de la Réunion : une identité davantage attribuée que désirée"
"1232","Vanderlan Francisco da",2007-01-01,"Michel",NA,"Dissonances tropicales : la violence dans l'imaginaire brésilien"
"1233","Marion",2011-01-01,"Dominique","Denys","De la naturalité dans les risques perçus des pratiques de soins du corps : mise en regard Brésil, Chine, France"
"1234","André",2008-01-01,"Anne-Marie",NA,"Étude comparée des systèmes de retraite français et espagnol : analyse des processus d'institutionnalisation des retraites des origines aux réformes récentes"
"1235","Karine",2005-01-01,"Bernard","Jean","La dimension culturelle de la construction européenne : recherches sur l'action des réseaux européens de centres culturels à Paris"
"1236","Ji-Young",2010-01-01,"Jan",NA,"Les cadres coréens en France entre culture nationale et culture internationale"
"1237","Ezzeddine",2000-01-01,"Pierre",NA,"Etude des jeux sportifs d'adultes et d'enfants de deux périodes de l'histoire tunisienne : la période romaine et l'époque actuelle"
"1238","Marie-Michelle",2010-01-01,"Bernard",NA,"« Client-centrisme » à Transilien SNCF : étude sur quelques dispositifs de captation des « clients » : vers une coproduction du service ?"
"1239","Kalliopi",2001-01-01,"Monique",NA,"Profession musicien : Devenir musicien professionnel : un don, un héritage, un projet familial ?"
"1240","Justine",2010-01-01,"Bernard",NA,"La sociologie urbaine en France : constitution et évolution d'un domaine de recherches spécialisé"
"1241","Norma",2002-01-01,"Dominique",NA,"L'influence des éléments interculturels dans les pratiques managériales d'une entreprise franco-suédoise : résultats d'une étude exploratoire"
"1242","Marc",2000-01-01,"Yves",NA,"Menages et familles en afrique sub-saharienne : du village a la capitale,entre permanence et changement l'exemple de la societe moba-gurma du togo"
"1243","Kleber Fernando",2011-01-01,"Erwan","Francis","Théologie de la prospérité, marché et éthique de la consommation : une étude sur l’église universelle du Royaume de Dieu en France et au Brésil"
"1244","Priscilla",2009-01-01,"Michel",NA,"Les médecines complémentaires : de l'ordre de la raison vers la logique du sensible"
"1245","Stéphane",2007-01-01,"Michel","Bernard","Circumnavigations : la construction sociale de l'identité en ligne"
"1246","Régine",2008-01-01,"Monique",NA,"L'esprit d'entreprise des femmes congolaises : le cas de l'alimentation, de l'habillement et des soins du corps"
"1247","Haïfa",2008-01-01,"Bertrand",NA,"Pratiques motrices, femmes et cultures : l'exemple des étudiantes de culture arabo-musulmane en faculté d'éducation physique et sportive, en France et en Tunisie"
"1248","Kenia",2011-01-01,"Michel",NA,"De la haute couture au fast fashion : regard sur la mode et ses paradigmes comme reflet de la postmodernité"
"1249","Alipio de Sousa",2000-01-01,"Michel",NA,"Les métissages brésiliens : imaginaire, quotidien et pratiques de mélanges dans la société brésilienne"
"1250","Gaëtan",2011-01-01,"Dominique","Marie-Christine","Les conditions sociales et organisationnelles du changement des pratiques de consommation d’énergie dans l’habitat collectif"
"1251","Midori",2007-01-01,"Bernard","Bruno","Le japonisme en France dans la seconde moitié du XIXe siècle : la rencontre de l'Occident avec l'Orient"
"1252","Merzouk",2001-01-01,"André",NA,"Le retour définitif des immigrés algériens et leur réinsertion dans le pays d'origine"
"1253","Olivier",2000-01-01,"Michel",NA,"La tente noire : sociologie du camping"
"1254","Hae Ran",2006-01-01,"Anne-Marie",NA,"Être salarié âgé dans une société en mutation : le cas de la Corée dans une perspective comparée"
"1255","Slim",2003-01-01,"Pierre",NA,"L'institution et le sens des règles : modélisation des universaux du basket-ball"
"1256","Julien",2010-01-01,"Alain","Danièle","L'hyperactivité infantile : une enquête de sociologie empirique : ""certains naissent gauchers et bien toi, tu es hyperactif"""
"1257","Florence",2000-01-01,"François de",NA,"L'infidelite conjugale comme reponse a un probleme identitaire dans le couple ?"
"1258","Mordechaï",2005-01-01,"Pierre","Jacques","Education physique et science : un rendez-vous manqué : prospective sociologique et épistémologique"
"1259","Anthony",2010-01-01,"Michel","Patrick","Les dispositifs du recours à l'endettement bancaire : pour une éthique du matrimoine"
"1260","Paula",2006-01-01,"Michel","Ricardo Ferreira","Musique, identité et insertion sociale : Mangue Beat : humus culturel"
"1261","Youssef",2005-01-01,"Michel","Patrick","La toxicomanie et la délinquance : le cas du Maroc"
"1262","Lise",2011-01-01,"Olivier","Stéphane","Les agents immobiliers : ethnographie d’un milieu professionnel : approche d’une position sociale"
"1263","Jean-Yves",2004-01-01,"Dominique","Jean-François","Ethnographie de la mobilité internationale : le cas d'une multinationale française"
"1264","Jacques Philippe",2011-01-01,"Jean","Pierre-Joseph","Les usages sociaux de la téléphonie mobile au Burkina Faso : appropriation sociale d’une machine à communiquer"
"1265","Alexandre",2000-01-01,"Anne-Marie",NA,"La pauvrete en milieu rural"
"1266","Tae Youn",2010-01-01,"Michel",NA,"Le luxe et sa consommation en tant que valeur culturelle : dans le contexte coréen"
"1267","Isabelle Patricia",2007-01-01,"Pierre","Bernard","Sport et politiques municipales : étude comparative des options idéologiques et des stratégies sportives de Saint-Denis et Neuilly-sur-Seine au cours du XXe siècle"
"1268","Aurélia",2008-01-01,"Bernard",NA,"L'émigration européenne post-coloniale : le cas des Français au Maroc : recherches sur un modèle d'adaptation socioculturelle"
"1269","Chloé",2011-01-01,"Michel",NA,"De la salle de spectacle à l'espace créatif : étude des formes de sociabilité à l'oeuvre dans le monde de la danse contemporaine"
"1270","Yaëlle",2007-01-01,"François de",NA,"La contraception d'urgence : analyse sociologiqe des pratiques contraceptives de jeunes femmes"
"1271","Marina",2008-01-01,"Jean",NA,"Coopération décentralisée et développement : étude sociologique de la coopération Allier-Niafunké"
"1272","Julie",2008-01-01,"Bernard",NA,"Le narcissisme dans les sociétés modernes d'Europe occidentale"
"1273","Marie",2008-01-01,"Anne",NA,"Le dispositif national d'accueil et l'accès au logement : enquête sur les relations entre l'Etat et les réfugiés statutaires"
"1274","Anne",2007-01-01,"Michel",NA,"La passion amoureuse : un mythe identitaire moderne"
"1275","Frédéric",2001-01-01,"Bernard",NA,"L' esprit sociologique et son destin"
"1276","Christophe",2007-01-01,"Pierre","Bernard","""Motricité virtuelle"" et communication médiatisée : usages sociaux des jeux vidéo"
"1277","Marianna",2008-01-01,"Anne-Marie",NA,"Gestion et représentations sociales de la vieillesse en Grèce contemporaine"
