"","auteurs.0.prenom","date_soutenance","directeurs_these.0.prenom","president_jury.prenom","titres.fr"
"1385","Sophie",2008-01-01,"Ahmed",NA,"De la prescription du travail à l'activité : l'exemple du travail de conseiller à l'emploi à l'Anpe"
"1386","Angèle",2018-12-20,"Piero-Dominique","Antigone","Le professeur des écoles dans la spirale de l’ethnicité"
"1387","Sophie",2017-12-11,"Jean-Marc","Catherine","Observation de trois scènes locales de musique métal en France : pratiques amateurs, réseaux et territoire"
"1388","Aurélien",2015-03-13,"Jean-Marc","William","La transmission du tennis en France (2015) : sociographie d’une relation de service"
"1389","Rafaël",2001-01-01,"Emmanuel",NA,"Gestion de la concurrence dans un système d'échange semi-collégial : les réseaux de conseils, de copublication et de citation au sein de l'élite des chercheurs français en cancérologie de 1996 à 1998"
"1390","Joseph",2003-01-01,"André",NA,"Micro-entreprises, commerçants et socialités dans un quartier urbain de Brazzaville"
"1391","Line K.",2015-09-24,"Dominique","Florent","Expertises et addictions : trajectoires de déprise à l'épreuve des groupes d'entraide et des centres de soin en addictologie (CSAPA)"
"1392","Celia",2018-12-13,"Gilles","Armel","La transmission du patrimoine culturel immatériel à l'école primaire : le cas du projet choral scolaire ""Les Voix de la mémoire"""
"1393","Lucile",2018-11-05,"Jean-Christophe","Charles","Des femmes en blanc : La « fabrication » des infirmières"
"1394","Cécile",2018-07-03,"Michèle","France","Le vieillissement des personnes en situation de handicap : un regard démographique sur la Bourgogne-Franche-Comté"
"1395","Julie",2019-11-07,"Guy","Sylvie","Projets urbains et imaginaires de la mobilité, les nouveaux récits de la fabrique métropolitaine : le cas du mégaprojet Bordeaux Euratlantique"
"1396","Jeane",2018-12-20,"Éric",NA,"De la construction de l'identité numérique à la formation citoyenne : la socialisation politique des jeunes lycéens sur Facebook en temps de crise politique au Brésil"
"1397","Pascale",2004-01-01,"Jean",NA,"L'image Web à lécran : Les usages créatifs de la tribu d'hommes-images"
"1398","Yelome Edith Esther",2018-11-08,"Pascal","Anne-Laure","L’accompagnement technique des institutions de microfinance au Burkina Faso et au Sénégal"
"1399","Maelle",2018-11-26,"Ronan","Tiphaine","Histoires de plantes : les sources ethnobotaniques orales et écrites de Haute-Bretagne, de la fin du XIXe siècle à nos jours"
"1400","Xavier",2008-01-01,"Jean-Louis",NA,"Transformation des systèmes d'emploi public local : mobilisation différenciée des catégories d'agents des collectivités locales en Europe et flexibilité de l'emploi"
"1401","Jonathan",2018-05-22,"Stéphane","Omar","Le conflit, du face-à-face au corps à corps : une immersion comme agent de sécurité en établissements de nuit"
"1402","Laure",2016-11-28,"Bernard","Roger","Sociologie du rire : Classes sociales d'affects et réception culturelle du comique"
"1403","Fabrice",2005-01-01,"Bernard",NA,"Structuration de l'action collective adventiste : approche d'un groupe religieux minoritaire dans le Nord de la France"
"1404","Benoît",2000-01-01,"Van Thao",NA,"Identités, carnaval et industrie de la culture dans le Nordeste du Brésil : la ""micareta"" du Fortal"
"1405","Dilara",2019-05-09,"Patrice","Dominique","Une ethnographie de l'innovation ouverte : le cas de ""La Cantine Numérique"""
"1406","Marthe",2019-06-14,"Ali","Joëlle","Technique et nature cultivée : entre symbolisme et pratiques agraires : approche anthropo-sociologique des épouvantails dans les champs : études en nord Nouvelle-Aquitaine"
"1407","Wilfried",2019-07-09,"Pierre","Cécile","La construction sociotechnique des joueurs coproducteurs : Ethnographie des pratiques de modification d’un logiciel de jeu : Kerbal Space Program"
"1408","Benjamin",2018-09-21,"Pierre-Benoît","Dominique","A l'ombre des biotechnologies : reformuler la production de savoirs par la bio-ingénierie en France et aux Etats-Unis"
"1409","Neethiahnanthan",2016-12-13,"Jean-Pierre","Daniel","L'organisation de l'université au prisme du dispositif de l'Academic Workload Model : acteurs et système de l'enseignement supérieur"
"1410","Irène",2015-10-08,"Dominique","Josiane","De proches en pages, de pages en proches : Exploration et réception des informations en ligne"
"1411","Lucie",2008-01-01,"Dominique",NA,"L'erreur judiciaire : une voie d'approche pour l'étude socio anthropologique de la production de la vérité"
"1412","Fang-Fei",2008-01-01,"Van Thao",NA,"L' assimilation ethnique et le pluralisme linguistique de Taïwan : comparaison avec Singapour"
"1413","Gabrielle",2016-01-01,"Danièle",NA,"De l'implantation de l'obstétrique biomédicale aux pratiques des professionels au Gabon"
"1414","Marjorie",2016-11-09,"Brigitte",NA,"Aspects économiques des pratiques religieuses taoïstes contemporaines entre temples et monde séculier (Chine, Europe)"
"1415","Marie",2016-09-21,"Myriam","Sylvie","Usages de traitements de substitution aux opiacés : étude comparative : France, Suisse et Québec"
"1416","Estelle",2016-12-14,"Sylvain","François","L'impossible convivialité communautaire? : étude du vécu des dispositifs de loisirs associatifs liés au VIH dans une région française"
"1417","Gyöngyvér",2016-01-01,"Michalis","Michelle","Une analyse quantitative et qualitative de l'incertitude sociale : Perspectives comparatives européennes"
"1418","Yannick",2010-01-01,"Stéphane",NA,"L’entreprise morale en chirurgie esthétique : un mandat aux marges de la médecine"
"1419","Alessandro",2010-01-01,"Jocelyne",NA,"Images de l'immigré et attitudes envers la diversité : une enquete auprès d'une population lycéenne en France et en Italie"
"1420","Anne-Valérie",2001-01-01,"Claude",NA,"Pratiques symboliques et savoirs techniques : pour une construction de la nature chez les Indiens Montagnais"
"1421","Sylvia",2003-01-01,"Jean-Yves",NA,"Protéger la nature : politiques publiques et régulations locales en Espagne et en France"
"1422","Catherine",2002-01-01,"Alain",NA,"Mobilités marocaines via l'Espagne : de métissages ambulants en conquêtes clandestines"
"1423","Cécile",2004-01-01,"Anne",NA,"La parole et le livre dans le contexte des médiathèques : étude de pratiques autour du conte"
"1424","Pascale",2002-01-01,"Anne",NA,"Eco-logiques de la santé : consommations biologiques, pratiques et représentations de la santé, l'exemple du bio-habitat"
"1425","Bernard",2004-01-01,"Gilbert de",NA,"La négociation collective d'entreprise : négociation du travail et travail de négociation"
"1426","Muriel",2003-01-01,"Jean-Pierre",NA,"Les formes sociales de l'équilibre alimentaire : du repas méridien à la journée alimentaire : les formes de régulation des français actifs"
"1427","Ygal",2003-01-01,"Jean-Yves",NA,"Entre raisons civiques et raisons marchandes : le rapport des usagers à France Télécom"
"1428","Véréna",2003-01-01,"Michel",NA,"Les correspondances savantes : espaces, pratiques et enjeux de l'épistolarité électronique"
"1429","Axel Éric",2003-01-01,"Bernard",NA,"Le recrutement social des élites politiques au Gabon : la place du lien ethnique et des autres liens"
"1430","Hervé Séraphin",2004-01-01,"Michel",NA,"Les abandons scolaires en Centrafrique"
"1431","Béatrice",2001-01-01,"Philippe",NA,"La mise à l'épreuve d'une profession : le travail de redéfinition du métier d'éleveur charolais"
"1432","CECILE",2001-01-01,"David",NA,"Etude des mises en scene du corps deviant dans l'affiche (xviie-xxe siecles)"
"1433","Sylvie de",2003-01-01,"Nicole",NA,"L' environnement, les déchets ménagers et la citoyenneté"
"1434","Nicolas",2005-01-01,"Michel",NA,"Une sociologie des ré-affiliations : les effets sociaux du RMI à La Réunion"
"1435","Julien",2018-11-16,"Hervé","Jean-Marc","La ville et les quartiers en train de se faire au rythme des projets urbains : une sociologie de l’expérience socio-spatiale des nouveaux quartiers"
"1436","Philippe",2008-01-01,"Charles-Henry","André","L'environnement, domaine sociologique : la sociologie française au risque de l'environnement"
"1437","Simon",2019-12-11,"Christian","Dominique","Des poissons, des hommes et des rivières : sociologie d'un problème de pollution en Franche-Comté"
"1438","Abdoul Aziz",2019-09-24,"Jean-Michel","Dominique","Terrorisme au sahel : de la guerre idéologique au business criminogène"
"1439","Cyrielle",2019-05-24,"Virginie","Florent","Les opérations de rénovation thermique de maisons individuelles : pratiques de collectifs et de ménages (Lorraine)"
"1440","Andry Herisoa",2017-07-03,"Maryse",NA,"Comportements en cas de fièvre ou de toux dans quatre districts de Madagascar : déterminants et implications pour l’accès à la santé"
"1441","Robert",2017-12-21,"Maryse","Gilles","Les défis sociodémographiques et politiques de la malnutrition des enfants dans les pays d'Afrique du Sahel et de la Corne de l'Afrique"
"1442","Véronique",2018-06-29,"Jan Douwe van der","Marc","L'agriculture en commun : Gagner en autonomie grâce à la coopération de proximité : Expériences d'agriculteurs français en CUMA à l'ère de l'agroécologie"
"1443","Raphaël",2018-07-06,"Ali",NA,"La question sociologique du stress chez les routiers de zone longue : l’enjeu de la lutte sociale comme remise en cause du pouvoir au travail"
"1444","Léo",2016-11-30,"Franck","Michel","Jouer à faire des affaires : une sociologie des business games"
"1445","Cynthia",2018-11-29,"Gilles","Adriana","Participation et inter-coopération dans l'économie sociale et solidaire"
"1446","Raquel",2018-09-28,"Patrick",NA,"L’esthétique de l’espace Cinématographique : une réflexion sur l’image de la ville au cinéma"
"1447","Christophe",2019-01-18,"Jean-Yves","Joëlle","Émerger à l’altérité : vers une approche anthropologique de la condition juvénile : l’exemple des pratiques festives et des usages de substances psychoactives"
"1448","Amelie",2018-12-04,"Pascal","Gwenaële","L'administration de la preuve : la solidarité procédurale au sein des essais cliniques"
"1449","Antoine",2019-02-15,"Joël","Éric","Les étudiants en situation de handicap entre l'amont et l'aval : parcours d'accès, expériences, et perspectives professionnelles"
"1450","Cécile",2019-09-30,"Michèle","Gilles","Résidents et personnel en établissement d'hébergement pour personnes agées dépendantes (EHPAD) : création ou recréation de liens spécifiques en milieu rural"
"1451","Fabien",2015-12-02,"Ewa","François","L'evolution des représentations culturelles de la folie au Sénégal"
"1452","Fatima",2016-03-25,"Ewa","Jacques","Parcours migratoire des personnes âgées immigrées : trajectoires de vie et accompagnement social"
"1453","Lucas",2018-03-09,"Isabelle","Florian","La vie affective des services écosystémiques : recherche, communication scientifique et protection de la nature."
"1454","Pablo salvador",2017-02-06,"Florent","Jacques","Pour une sociologie constructiviste et phénoméno-compréhensive de l’expérience fictionnelle : sens et signification de l’expérience vécue de la fiction : une réalité signifiante mise entre parenthèses"
"1455","Tiphaine",2017-06-28,"Sébastien","Michel","Le patient acteur dans la prise en charge du cancer : attentes normatives et travail du malade"
"1456","Coline",2016-01-07,"Serge","Antoine","Le prétexte du vêtement : sociologie du genre au prisme des pratiques vestimentaires"
"1457","Anaïs",2017-03-08,"Serge","Jean-Pierre","Genre et création : construction d'identités genrées chez les femmes artistes"
"1458","Sophie",2018-07-03,"Florent","Véronique","La notion d'institution totale appliquée aux relations anthropozoologiques : éthnographies et analyse sociologique de centres de recherche en primatologie"
"1459","Gaëlle",2018-06-08,"Isabelle","Morgan","Composer des relations entre ""science"" et ""gestion de la nature"" : ethnographie des frontières, casquettes et controverses dans les conseils scientifiques"
"1460","Antoine",2019-12-05,"Gilles","Felix","La Bourse ou la plume? : les trajectoires professionnelles de journalistes dans le monde de l'information financière"
"1461","Imran",2016-02-02,"Marnix","Agnès","La sociologie au Pakistan : origine et développement (1955 - 2014)"
"1462","Véronique",2016-06-08,"Dominique","Bertrand","L'éducatif local : les usages politiques du temps libre des enfants"
"1463","Matthieu",2016-06-06,"Jacques","Alain","Se disputer le ""vrai"" racisme : qualifications ordinaires, enjeux moraux et frontières symboliques : une étude d'un corpus de commentaires d'internautes."
"1464","Jean-Nicolas",2018-01-30,"Florent","Isabelle","Culture : vers une autonomie du champ? : La revue culturelle Las Moradas (1947-1949) d’Emilio Adolfo Westphalen (1911-2001) : étude socio-anthropologique d’une revue culturelle et d’un groupe d’avant-garde du champ artistique péruvien du milieu du XXe siècle."
